#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Jan 3, 2021 - Jan 9, 2021"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/forms-and-documents.html,17
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/gestin-de-inversiones.html,14
https://www.scotiawealthmanagement.com/ca/fr/accueil/gestion-de-placements.html,14
https://www.scotiawealthmanagement.com/ca/fr/accueil/communiquez-avec-nous/comment-pouvons-nous-vous,14
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/complaint-handling-procedures.html,13
https://www.scotiawealthmanagement.com/ca/fr/accueil/services-bancaires-prives.html,13
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/contacte-su-oficina-local.html,12
https://www.scotiawealthmanagement.com/ca/fr/accueil/centre-de-ressources-scotiamcleod.html,12
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html#estate-trust,12
https://www.scotiawealthmanagement.com/ca/en/home/the-scotiabank-women-initiative/career-and-busines,11


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Jan 3, 2021 - Jan 9, 2021"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),138,
overdraft facility,7,0
investment loan,4,0
estate assist,3,3
careers,3,3
marijuana regulation,3,0
cash balances,3,0
catherine,3,0
fondos de deuda mexico,2,7
planes personales de retiro,2,3.5
tfsa,2,3.5
complaint,2,3
itrade,2,1
fees,2,1
impot itrade,2,0
short account,2,0
john smith,2,0
workspace one,2,0
nicolas del sorbo,2,0
callan curley,2,0
padform,2,0
career,1,5
resp,1,4
employees,1,4
advisors,1,1
scotiatrust complaint,1,1
mutual funds,1,1
complaint handling,1,1
credit card,1,1
lif minimum withdrawal rate,1,1
executors assist,1,1
gold,1,1
j.p. bickell foundation,1,1
fondos de deuda,1,1
total wealth,1,1
jen smith,1,0
tim jenkins,1,0
causarano,1,0
loc,1,0
erin duffy,1,0
cashing shares,1,0
"""megan neville""",1,0
lussier,1,0
shariah compliant,1,0
tony lee,1,0
scotiabank.com/padform. pdf,1,0
private banking overdraft facility,1,0
money market,1,0
shelley moore,1,0
branch manager,1,0
stephen frederick,1,0


