#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Jan 24, 2021 - Jan 30, 2021"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
# Report suite: Scotiabank Prod
"# Date: Jan 24, 2021 - Jan 30, 2021"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),135,
milton,3,0
warren hastings,3,0
michael gaudet,3,0
grant,2,2.5
fees,2,1
probate,2,1
bns index growth,2,0
cciv iv,2,0
dervish,2,0
linda momani,2,0
online access,1,8
insurance,1,5
1832 asset management,1,5
order timing,1,3
wealth simple,1,3
frais,1,3
power of attorney,1,3
mutual funds officer,1,3
estate planning,1,2
"private investment counsel, 1832 asset management l.p.",1,2
jobs,1,2
grants,1,2
borrowing to invest,1,2
private investment counsel,1,1
frais de services de gestion,1,1
scotiamcleod,1,1
phone number,1,1
careers,1,1
advisors,1,1
core values,1,1
1832,1,1
mutual funds',1,1
wealth transfer,1,1
discretionary management,1,1
complaint handling procedures,1,1
100 best,1,1
transfer fees,1,1
credit cards,1,1
rif,1,1
dave lee scotia wealth management,1,1
client sign in,1,1
phone,1,0
winnie gough,1,0
sorteo,1,0
bruno cunsolo,1,0
reference,1,0
annalisa,1,0
probate policy,1,0
scoita,1,0
swis,1,0


