#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Feb 14, 2021 - Feb 20, 2021"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/banca-privada.html,17
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/nuestra-identidad.html,16
https://www.scotiawealthmanagement.com/ca/fr/accueil/gestion-de-placements/scotiamcleod.html,15
https://www.scotiawealthmanagement.com/ca/fr/accueil/centre-de-ressources-scotiamcleod/impot/liste-c,15
https://www.scotiawealthmanagement.com/ca/fr/accueil/communiquez-avec-nous/comment-pouvons-nous-vous,13
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/contacte-su-oficina-local.html,12
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?gclid=Cj0KCQiA4L2BBhCvA,12
https://www.scotiawealthmanagement.com/intl/en/home/wealth-structuring-and-trust.html,12
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/gestin-de-inversiones.html,11
https://www.scotiawealthmanagement.com/ca/fr/accueil/trust-scotia.html,11


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Feb 14, 2021 - Feb 20, 2021"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),140,
family office,4,2.5
sources of retirement income,3,2
fees,3,1
zwicker,3,0
frais,2,4.5
address,2,4
fee,2,3
adrian tauro,2,0
itrade,2,0
nancy chan,2,0
isabelle cadotte,2,0
kelly hernandez,2,0
96753,2,0
calculadora,2,0
joanne hetherington,2,0
frais selon le capital,1,8
art,1,6.75
investment return,1,5
frais de gestion de patrimoine,1,5
how to apply,1,5
rrif,1,4
estate assist,1,4
tax documents,1,3
personal account,1,3
patrimoine,1,2
tfsa fee,1,2
gestion de patrimoine frais,1,2
rrsp contribution,1,2
usd transfer,1,1
t5,1,1
patrimonial,1,1
fixed income,1,1
careers,1,1
compliance department,1,1
etf,1,1
sustainability,1,1
document sign,1,1
partnership plus,1,1
waterloo,1,0
stu smith,1,0
swift code,1,0
margin interest,1,0
frais de fiducie,1,0
megan kintzle private banker,1,0
tony morrison,1,0
adjudicados,1,0
mfc4645,1,0
peter lochead,1,0
tony berry,1,0
find an advisor,1,0


