#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Apr 24, 2022 - Apr 30, 2022"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/foundations.html,74
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions/individuals-and-families.html,70
https://www.scotiawealthmanagement.com/ca/en/services/the-scotiabank-women-initiative.html,68
https://www.scotiawealthmanagement.com/intl/en/home/private-banking.html,65
https://www.scotiawealthmanagement.com/ca/en/services/private-banking/borrowing-to-invest.html,52
https://www.scotiawealthmanagement.com/ca/en/services/total-wealth-planning.html,45
https://www.scotiawealthmanagement.com/ca/en/connect-with-us/thank-you.html,43
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,37
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-de-inversian.html,37
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-important-tax-dates.html,32
https://www.scotiawealthmanagement.com/ca/en/services/private-banking/concierge.html,31
https://www.scotiawealthmanagement.com/ca/en/services/the-scotiabank-women-initiative/knowledge-cent,27
https://www.scotiawealthmanagement.com/intl/en/home/contact-us.html,26
https://www.scotiawealthmanagement.com/ca/en/services/investment-management/scotiamcleod.html?gclsrc,26
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions.html,25
https://www.scotiawealthmanagement.com/intl/es/pagina-principal.html,24
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiamcleod-complaint-handling-procedu,24
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-financieras.html,21
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions/professionals-and-executives.html,20
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/philanthropic.html,18
https://www.scotiawealthmanagement.com/ca/en/services/total-wealth-planning/insurance.html,18
https://www.scotiawealthmanagement.com/ca/en/enriched-thinking.html,18
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions/business-owners.html,17
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions/women.html,16
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/nuestra-identidad.html,15
https://www.scotiawealthmanagement.com/ca/en/services/total-wealth-planning/insurance/protecting-you,14
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-account-documentation.html,14
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiatrust-complaint-handling-procedur,14
https://www.scotiawealthmanagement.com/ca/en/services/the-scotiabank-women-initiative/health-and-wel,13


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Apr 24, 2022 - Apr 30, 2022"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),70,
ombudsman,3,2
david sissing,2,0
xx,2,0
scotia wealth global equity pool,2,0
careers,2,0
scotia mc leod,2,0
investment plans,1,3
line of credit initiation fee,1,3
"what to put $200,000 into for investing.",1,2.5
fideicomiso,1,2
tax slips,1,2
advisor,1,1
private banking,1,1
margin,1,1
partnership fees,1,1
bns tiered investment savings account,1,1
allan newman,1,0
arthur and audrey cutten,1,0
mcgoey,1,0
hipoteca,1,0
agriculture lending,1,0
edmonton,1,0
gic rates,1,0
scott crowe,1,0
pooled fund,1,0
tony sawyer,1,0
w8,1,0
personal loan,1,0
dyn5000,1,0
trust,1,0
matt sweet,1,0
beneficiary rrsp,1,0
ombud,1,0
lecuyer,1,0
w-8bene,1,0
contingent beneficiary,1,0
how can i withdraw cash from an investment account,1,0
high net worth,1,0
where can i get my missing tax receipts,1,0
michael,1,0
manitoba lif,1,0
grahan reid,1,0
line of credit,1,0
mike schoc,1,0
forms,1,0
armstrong,1,0
graham reid,1,0
greg newman,1,0
w-8,1,0
angela izasa,1,0


