#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Feb 7, 2021 - Feb 13, 2021"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?gclsrc=aw.,32
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/complaint-handling-procedures.html,26
https://www.scotiawealthmanagement.com/ca/fr/accueil/gestion-de-placements/scotiamcleod.html,24
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-financieras.html,23
https://www.scotiawealthmanagement.com/ca/fr/accueil/centre-de-ressources-scotiamcleod/impot.html,23
https://www.scotiawealthmanagement.com/intl/en/home/about-us.html,22
https://www.scotiawealthmanagement.com/intl/en/home/contact-us.html,21
https://www.scotiawealthmanagement.com/ca/fr/accueil/centre-de-ressources-scotiamcleod/impot/liste-c,20
https://www.scotiawealthmanagement.com/intl/en/home/private-banking.html,20
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html#estate-trust,19
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/nuestra-identidad.html,16
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/forms-and-documents.html,16
https://www.scotiawealthmanagement.com/intl/en/home/investment-management.html,15
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/banca-privada.html,15
https://www.scotiawealthmanagement.com/ca/fr/accueil/communiquez-avec-nous/comment-pouvons-nous-vous,15
https://www.scotiawealthmanagement.com/intl/en/home/wealth-structuring-and-trust.html,13
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?gclid=CjwKCAiAjp6BBhAIE,12
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?gclid=Cj0KCQiAgomBBhDXA,12
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?gclid=CjwKCAiA65iBBhB-E,12


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Feb 7, 2021 - Feb 13, 2021"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),156,
ivan chang,6,0
wills,6,0
tfsa,3,0
fee,2,2
insurance,2,1
terri_lynn brown,2,0
tkachuk,2,0
annie chen,2,0
costo scotiatrade,2,0
colin hicks,2,0
treasure bills,2,0
stephanie,2,0
eestor,2,0
aaron siwiec,2,0
tejal shah,2,0
invest,2,0
estate team,1,15
"i closed a bank account, why did i receive a t5",1,9
careers,1,5
career,1,5
scotiamcleod awards,1,4
interest on cash account,1,3
private banking,1,3
presidents counsel,1,3
tax planning 2020,1,3
summit portfolios,1,2
"""power of attorney""",1,2
advisors,1,1
bonds,1,1
retirement,1,1
signin to account#593-23895,1,1
minimum investment amount,1,1
hold rates,1,1
fund facts,1,1
pursuit,1,1
home office,1,1
scotiatrade,1,1
grant,1,1
"""investment banking""",1,1
aqueduct,1,1
account transfer forms,1,0
tax planning,1,0
saint john nb,1,0
universal life,1,0
password,1,0
unified managed,1,0
halifax office,1,0
wlls,1,0
paul cusimano,1,0
locate an advisor,1,0


