#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Jan 30, 2022 - Feb 5, 2022"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
https://www.scotiawealthmanagement.com/ca/fr.html,175
https://www.scotiawealthmanagement.com/ca/en/about-us.html,169
https://www.scotiawealthmanagement.com/intl/es/pagina-principal.html,165
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust.html,152
https://www.scotiawealthmanagement.com/mx/es/pagina-principal.html,144
https://www.scotiawealthmanagement.com/ca/en/services/investment-management.html,136
https://www.scotiawealthmanagement.com/ca/en/resource-centre.html,120
https://www.scotiawealthmanagement.com/ca/en/services.html,114
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-important-tax-dates.html,113
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/jp-bickell-foundation.html,99
https://www.scotiawealthmanagement.com/ca/en/services/investment-management/private-investment-couns,90
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions/individuals-and-families.html,85
https://www.scotiawealthmanagement.com/intl/en/home.html,81
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/jp-bickell-foundation/application-,72
https://www.scotiawealthmanagement.com/ca/en/services/the-scotiabank-women-initiative.html,68
https://www.scotiawealthmanagement.com/ca/en/services/private-banking/borrowing-to-invest.html,63
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/estate-and-trust-services.html,61
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-tax-documents.html,60
https://www.scotiawealthmanagement.com/ca/en/connect-with-us/thank-you.html,56
https://www.scotiawealthmanagement.com/ca/en/services/total-wealth-planning.html,51
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-de-inversian.html,44
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/foundations.html,39
https://www.scotiawealthmanagement.com/ca/en/services/private-banking/concierge.html,34
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions.html,34
https://www.scotiawealthmanagement.com/ca/en/services/investment-management/scotiamcleod.html?gclsrc,29
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,25
https://www.scotiawealthmanagement.com/intl/en/home/private-banking.html,25
https://www.scotiawealthmanagement.com/intl/en/home/investment-management.html,24
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-financieras.html,23
https://www.scotiawealthmanagement.com/intl/en/home/contact-us.html,23
https://www.scotiawealthmanagement.com/ca/en/home.html,22
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust.html?gclid=CjwKCAiAl-6PBhBCEiwAc2G,19
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/philanthropic.html,18
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions/professionals-and-executives.html,18
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiatrust-complaint-handling-procedur,18
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust.html?gclid=Cj0KCQiAuvOPBhDXARIsAKz,15
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiamcleod-complaint-handling-procedu,14
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions/women.html,14
https://www.scotiawealthmanagement.com/ca/fr/centre-de-ressources/scotiamcleod-feuillets-dimpot.html,14
https://www.scotiawealthmanagement.com/intl/en/home/wealth-structuring-and-trust.html,14
https://www.scotiawealthmanagement.com/ca/en/services/total-wealth-planning/insurance.html,13


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Jan 30, 2022 - Feb 5, 2022"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),88,
ombudsman,4,1
crys,3,0
annalisa mohammed,3,0
lisa stint on,3,0
mortgage,2,2
rrsp,2,0
ombud,2,0
chantale johnson,2,0
fondos de inversion,1,10
bickel,1,2
t5008,1,2
transfer fees,1,2
open account,1,1
notas estructuradas,1,1
corporate executor,1,1
scotiabank & trust (cayman) ltd\,1,1
classes,1,1
scotia fondos,1,1
resp,1,1
english,1,1
career,1,0
rates,1,0
fee schedule,1,0
geoff moore,1,0
wire,1,0
chantal johnson,1,0
españa,1,0
lisa gibson,1,0
markham team,1,0
greg holland,1,0
zaina,1,0
scott crowe,1,0
jonathan lee,1,0
how much does scotia wealth charge for corporate executor fees?,1,0
hours,1,0
mail,1,0
calgary,1,0
adam kane,1,0
richard hicks,1,0
arms lenght mortgage,1,0
paul smith,1,0
macdougall,1,0
jonathan lee\,1,0
mike bone,1,0
management team,1,0
tu lee,1,0
andre brunet,1,0
ken dean,1,0
scholarship,1,0
mutual funds,1,0


