#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Mar 6, 2022 - Mar 12, 2022"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Mar 6, 2022 - Mar 12, 2022"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),125,
smith wealth management,11,0
lisa papadopoulos,10,0
paul g. smith,5,0
aleksandra gorodezky,3,0
silver certificate,3,0
asmae benchekroun,3,0
financial analyst,2,1
dual citizen,2,0
marina,2,0
paul smith,2,0
regina,2,0
wendy chan,2,0
incorrect rrsp reciept,2,0
careers,2,0
pay your self,2,0
executive team,1,10
conseiller ville de québec,1,5
dividend income tax reporting,1,3
scotia private pools,1,3
j.p,1,2
transfer fees,1,2
non-registered tax,1,2
savings,1,2
j.p. bickell foundation,1,2
partnership account fee,1,1
executor,1,1
change address,1,1
fees,1,1
non-resident tax,1,1
concierge,1,1
personal retirement income fund,1,1
rrsp receipt,1,1
secure share,1,1
greyell,1,0
shehan,1,0
gold certificate,1,0
tarifas,1,0
swift current,1,0
pin1505,1,0
manson,1,0
ampliación casa,1,0
incorrect rsp reciept,1,0
wire transfer,1,0
job vacancy,1,0
house and home,1,0
wire,1,0
le testament et la procuration : pierres angulaires de la planification successorale,1,0
wendy chan email,1,0
smith,1,0
graham avery,1,0


