#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Dec 27, 2020 - Jan 2, 2021"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/foundations.html,13
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/client-guide-faq.html,12
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation/application-proc,12
https://www.scotiawealthmanagement.com/ca/en/home/the-scotiabank-women-initiative.html?utm_source=Li,11
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/nuestra-identidad.html,11
https://www.scotiawealthmanagement.com/intl/en/home/contact-us.html,11
https://www.scotiawealthmanagement.com/ca/fr/accueil/gestion-de-placements.html,11
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax.html,11
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/forms-and-documents.html,10
https://www.scotiawealthmanagement.com/intl/en/home/wealth-structuring-and-trust.html,10
https://www.scotiawealthmanagement.com/intl/en/home/about-us.html,9
https://www.scotiawealthmanagement.com/ca/fr/accueil/a-propos-de-nous.html,8
https://www.scotiawealthmanagement.com/ca/fr/accueil/services-bancaires-prives.html,8
https://www.scotiawealthmanagement.com/intl/en/home/investment-management.html,7
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/gestin-de-inversiones.html,7
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/contacte-su-oficina-local.html,7
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/estructuracin-patrimonial-y-fiduciar,7
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?gclid=CjwKCAiA57D_BRAZE,7


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Dec 27, 2020 - Jan 2, 2021"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),66,
associates,3,2
associés,2,1.5
scotia private global infrastructure pool,2,1
adrian tauro,2,0
financial advisor online,1,7
trust fund,1,7
estate planning,1,6
leadership,1,6
rrsp,1,3
private foundation,1,3
partnership,1,2
change address,1,2
how much investment is required to begin,1,1
career,1,1
fondos,1,1
fees,1,1
infinite visa card,1,1
2020 tax calendar,1,1
income calculator,1,1
1832,1,1
pagare,1,0
robert guenther,1,0
mortgage payout,1,0
susan barton,1,0
foundation associate,1,0
investment,1,0
preferred foreign exchange rates,1,0
scotia wealth management lethbridge ab,1,0
malcolm burrows,1,0
tangerine,1,0
self directed rrsp,1,0
ryan kent,1,0
transfer funds,1,0
rrsp direct,1,0
boxing day,1,0
maureen o’brien,1,0
https://aflamonlenez.blogspot.com/2020/10/2.html?m=1,1,0
first name scott,1,0
bolsa de trabajo,1,0
lethbridge,1,0
investment profile,1,0
scott,1,0
jim watson,1,0
scott rands,1,0
borrisov,1,0
susan,1,0
svi,1,0
estate dept phone number,1,0
new account,1,0
emptage group,1,0


